0,79,31
0,54,65
0,69,61
0,99,33
0,34,69
0,73,7
0,32,87
0,49,91
1,2,61
0,59,26
0,61,13
0,95,19
0,25,24
0,57,55
0,66,91
1,0,87
0,58,60
0,98,71
0,36,96
0,50,30
0,99,65
0,80,3
0,40,54
1,10,37
0,51,27
0,22,30
0,84,15
1,8,38
0,32,90
0,53,52
0,48,12
0,29,61
1,10,40
0,25,68
0,52,79
0,41,46
0,48,21
0,11,30
0,96,39
0,83,8
0,44,47
0,52,60
1,0,36
0,71,93
0,96,47
0,90,47
0,77,38
0,0,4
0,55,35
0,66,11
0,21,37
0,47,46
0,50,56
0,67,97
0,89,63
1,5,81
0,27,29
0,88,60
0,22,1
1,18,88
1,1,42
0,77,83
0,71,51
0,6,6
1,5,71
0,96,37
1,4,19
0,83,14
0,93,87
0,64,99
0,10,27
1,9,100
0,21,36
0,53,96
0,79,26
0,72,66
0,23,13
0,27,16
0,38,28
0,71,51
1,4,59
0,93,60
0,44,10
0,48,26
0,63,65
0,6,18
1,11,71
1,13,60
0,77,42
0,29,30
0,36,71
1,19,79
0,24,45
0,87,31
0,46,28
0,26,4
0,95,36
0,60,32
0,56,42
0,22,43
0,82,35
0,82,82
1,10,36
0,29,55
0,79,56
0,92,52
1,15,73
0,91,18
0,67,0
0,78,89
0,10,25
1,24,96
0,76,7
0,77,11
0,61,79
0,90,27
0,73,8
0,45,96
0,100,17
0,66,40
0,78,95
0,45,45
0,56,52
0,91,14
0,80,69
0,40,55
1,7,90
0,99,45
0,75,70
0,0,1
0,68,72
0,37,77
0,32,93
0,23,72
0,81,12
0,88,60
0,47,68
0,75,14
0,42,38
0,46,31
0,27,14
0,81,0
0,66,53
0,34,51
0,25,68
0,77,52
1,4,88
0,25,41
0,91,64
0,73,55
0,58,35
0,72,18
0,19,60
0,70,1
0,43,18
0,28,23
1,2,97
0,19,31
0,48,98
1,6,53
0,76,44
0,13,35
0,28,8
0,58,74
0,94,21
0,79,87
1,4,37
0,55,48
1,3,69
0,90,34
1,12,83
0,34,44
0,34,3
0,18,1
0,49,59
1,11,92
1,1,84
0,91,27
1,27,93
0,77,38
0,34,29
0,91,19
0,17,55
0,77,52
0,77,71
0,25,40
0,83,55
0,68,15
1,9,62
0,62,18
0,60,24
0,18,14
0,38,73
0,55,23
0,20,5
1,9,100
0,72,51
0,25,18
0,90,12
0,67,48
0,95,13
0,21,5
0,35,16
0,62,76
1,11,80
0,79,30
0,100,66
0,80,11
1,28,89
1,1,98
1,14,82
0,27,79
0,42,39
0,87,88
0,87,70
0,97,61
1,8,90
0,73,79
0,45,22
0,79,70
0,73,86
0,38,50
1,16,64
0,62,79
0,36,76
0,71,91
0,39,85
0,29,60
0,78,61
1,10,67
0,19,32
0,69,82
0,73,44
0,38,57
0,74,94
0,63,54
0,83,18
0,18,43
0,38,33
0,31,16
1,29,97
0,37,4
0,83,55
0,68,98
0,14,11
0,34,27
1,16,70
0,43,25
0,39,87
0,83,5
0,46,25
1,10,43
0,14,36
0,71,96
1,7,60
0,90,86
1,0,65
0,48,3
0,76,96
0,41,53
0,45,35
0,49,27
0,95,0
0,52,81
0,14,1
0,47,80
0,47,18
0,96,67
0,62,54
0,100,46
0,22,43
0,84,35
0,72,82
0,53,8
0,39,21
0,92,13
0,59,79
0,80,42
0,100,55
0,9,13
0,46,83
0,21,22
0,62,61
0,20,9
0,35,97
0,31,67
0,59,21
0,48,39
0,80,48
0,64,42
0,28,4
0,30,18
0,61,31
0,53,76
0,23,31
0,30,65
0,72,9
0,90,51
0,53,29
0,64,31
0,84,38
1,12,92
0,47,57
0,76,84
0,9,3
0,35,96
0,30,87
0,48,54
0,71,94
0,74,53
0,57,3
1,29,99
0,59,83
0,54,4
0,78,72
0,52,60
0,46,87
1,5,50
1,8,53
0,70,17
0,63,98
0,95,10
1,20,100
0,73,14
0,13,25
0,94,81
0,97,62
0,40,80
0,89,21
1,26,92
0,26,82
0,60,66
0,52,44
0,65,3
0,18,34
0,91,39
0,31,33
1,4,43
0,77,17
0,99,28
0,28,10
0,37,38
0,95,28
0,87,13
0,64,46
0,79,79
0,40,51
0,96,91
0,74,92
1,4,39
0,56,9
0,63,70
1,16,89
0,29,85
0,95,72
0,53,97
0,51,27
0,14,1
0,19,41
0,30,83
0,88,47
0,43,89
0,49,37
0,83,65
0,72,11
0,52,0
0,77,49
0,34,74
0,15,41
0,62,61
0,41,43
0,24,44
0,53,87
0,26,10
0,72,12
1,23,80
0,36,59
1,3,71
0,9,17
1,14,60
0,85,17
0,68,49
0,90,27
0,17,23
0,12,35
1,15,91
0,22,33
0,11,10
0,34,75
0,23,59
1,7,64
0,49,86
0,43,50
0,20,47
1,1,52
0,72,89
0,56,32
0,57,20
0,71,48
0,63,44
0,48,12
0,68,45
0,82,80
1,16,100
1,13,58
0,53,44
0,3,8
0,95,21
0,56,32
0,15,2
0,74,0
0,57,61
1,10,96
0,80,78
0,50,29
0,61,24
1,6,86
0,18,58
0,95,27
1,7,78
0,85,5
0,83,52
0,62,53
1,3,88
1,10,87
0,41,10
0,49,7
0,30,54
0,19,39
0,39,61
0,90,22
0,20,53
0,57,6
0,47,60
0,61,41
1,2,25
0,31,19
0,87,83
0,59,72
0,100,78
0,39,21
0,61,81
0,21,52
1,7,88
0,29,78
0,46,42
1,0,28
1,17,82
0,20,60
0,39,4
1,16,97
0,20,28
0,45,29
0,88,49
0,79,14
0,87,6
0,96,60
0,64,15
0,18,45
0,84,83
0,48,67
0,76,78
1,23,75
0,74,25
0,30,1
1,16,64
0,62,51
0,49,30
0,39,23
0,100,81
0,54,5
0,75,90
0,46,3
0,20,26
0,65,14
0,85,62
1,2,57
0,93,48
0,39,98
0,100,80
0,31,13
0,81,42
0,52,93
0,90,55
1,9,42
0,17,23
0,46,59
0,68,51
0,44,52
0,33,2
0,31,28
0,82,13
0,34,41
0,37,3
0,85,16
0,40,45
0,71,94
0,91,15
0,87,49
0,21,29
0,14,34
0,45,72
0,100,96
0,49,39
1,10,67
0,24,57
0,52,9
0,76,28
0,56,73
1,14,87
1,16,77
0,63,15
0,100,4
0,55,53
0,66,84
0,36,99
0,56,9
0,29,12
0,57,12
0,73,0
1,19,80
0,91,90
0,88,64
0,100,59
0,62,74
0,89,69
1,17,75
0,22,33
0,53,7
0,14,34
0,49,52
0,25,66
1,0,42
0,71,48
0,94,50
0,33,34
0,60,6
0,41,85
0,97,86
1,15,93
0,92,54
0,98,31
0,89,25
1,11,73
1,17,58
1,1,23
0,6,15
0,56,70
0,43,98
0,88,10
0,31,75
0,70,61
0,40,77
1,1,46
1,5,80
0,24,5
1,24,93
0,95,30
0,73,43
0,85,33
0,52,91
0,24,39
0,39,16
0,13,41
0,84,93
0,57,55
0,97,68
0,37,39
0,65,31
0,94,43
0,37,42
0,68,56
0,59,91
1,12,64
0,21,67
0,62,72
1,13,85
0,62,95
0,34,92
0,83,3
0,31,34
0,87,94
0,95,55
0,79,61
0,88,61
0,68,84
0,28,64
0,71,11
0,52,95
0,54,86
1,2,28
1,26,83
0,20,34
0,81,52
0,84,29
0,20,35
0,98,86
0,61,11
0,93,3
0,100,72
0,68,86
0,20,3
0,58,20
0,78,71
0,39,69
1,13,63
1,20,70
0,39,50
0,39,52
0,49,15
0,68,15
1,1,34
0,58,92
1,3,82
0,93,83
0,76,84
0,37,37
1,0,55
1,3,72
0,84,44
0,60,39
0,81,60
0,56,78
0,38,99
0,75,81
0,18,40
0,45,92
0,58,70
0,35,33
0,78,97
0,96,7
0,75,54
0,90,10
0,3,1
0,56,53
0,88,44
0,34,47
0,68,33
0,84,98
0,32,73
0,58,7
0,28,14
0,17,22
0,95,4
0,30,57
0,43,31
0,67,87
0,66,86
0,33,18
0,95,51
0,37,52
1,18,93
0,37,55
0,31,58
0,28,87
0,22,66
0,85,27
0,6,6
1,18,67
0,64,97
0,74,59
0,20,34
0,63,71
0,92,20
0,35,74
0,68,41
0,71,58
0,13,14
0,96,37
0,19,57
0,44,23
0,22,26
0,34,56
0,80,48
0,5,19
0,69,60
0,65,42
0,95,17
0,92,85
0,66,10
0,64,59
1,11,81
0,37,75
1,16,73
1,9,41
0,70,45
0,58,84
0,70,33
1,16,54
0,43,76
0,50,49
0,64,82
1,26,97
0,68,40
1,20,66
1,21,77
0,91,74
0,74,55
0,43,47
0,56,89
0,91,59
0,84,40
0,76,97
0,59,99
0,71,6
0,37,8
0,26,44
0,47,78
0,25,52
0,85,18
1,6,45
0,78,56
0,31,24
0,74,28
0,87,88
0,79,74
0,50,31
0,73,77
0,69,94
1,19,99
0,88,52
1,5,99
1,0,41
0,90,80
1,22,72
0,61,88
0,70,9
0,57,14
0,33,79
0,14,26
1,17,66
0,74,83
0,94,58
1,12,97
1,0,8
0,73,30
1,3,44
0,22,10
1,15,86
0,14,18
1,7,96
0,69,90
0,60,55
1,15,54
0,82,89
0,90,20
0,25,12
0,18,8
0,51,31
0,87,93
0,88,28
1,15,55
0,63,90
0,100,11
0,11,28
1,20,89
0,21,14
1,0,20
0,55,13
1,2,76
0,81,62
0,78,89
0,55,9
0,41,85
0,74,49
0,62,50
0,96,73
0,64,14
1,20,78
0,64,11
0,53,91
0,100,39
0,97,86
0,93,91
0,93,40
0,42,11
0,61,45
0,16,49
0,5,8
0,77,71
1,4,34
1,16,73
1,8,93
0,32,53
0,97,0
0,6,10
0,91,5
0,58,0
0,79,35
0,97,9
1,19,78
0,3,0
0,21,46
0,18,45
0,71,55
0,49,91
0,100,33
0,58,14
1,26,95
0,42,5
0,68,30
0,29,73
0,91,53
0,100,13
0,21,30
0,85,64
0,19,10
0,60,38
0,18,6
0,10,33
0,71,50
0,85,39
0,88,26
0,100,87
0,37,25
0,29,43
0,82,51
0,43,40
0,97,54
1,15,90
0,47,63
0,83,43
0,56,82
0,42,81
0,50,51
0,36,60
0,52,17
0,49,33
0,96,49
0,45,52
0,62,5
0,68,5
0,96,6
0,70,7
0,60,23
0,52,80
0,53,63
0,72,99
0,64,7
0,80,71
0,18,53
1,4,93
0,13,40
0,69,68
0,41,1
0,79,2
0,76,56
0,99,100
0,83,97
1,4,61
0,24,9
1,16,84
0,54,91
0,38,99
0,37,36
1,1,11
0,77,17
1,5,70
1,17,78
0,48,43
0,58,39
0,47,15
0,91,92
0,47,99
0,73,36
1,2,31
0,89,88
0,34,87
0,20,24
1,22,95
0,95,3
0,33,41
0,24,6
0,79,84
0,68,36
0,58,78
0,33,22
0,70,95
0,74,13
0,73,5
0,72,99
0,94,58
0,20,10
0,61,64
0,80,58
0,65,73
1,2,82
0,45,14
0,30,80
0,78,34
0,49,15
0,48,50
0,17,41
0,77,93
1,0,47
0,47,18
0,91,95
0,79,54
0,61,79
0,58,25
0,21,59
1,4,74
0,22,11
1,1,15
0,71,98
0,48,65
0,21,38
0,79,100
0,57,69
0,53,86
1,0,16
0,70,37
0,64,80
1,10,95
0,85,44
0,29,59
0,47,24
0,45,63
0,90,58
0,27,28
0,40,78
0,3,1
0,98,97
0,93,45
0,18,9
0,85,42
1,16,59
0,48,75
1,19,84
0,41,72
0,28,11
0,25,76
0,48,66
0,68,47
0,73,98
0,90,5
0,70,53
0,8,14
0,62,33
0,30,56
0,62,57
0,8,9
0,46,32
0,16,7
0,41,20
0,62,57
0,20,4
0,89,3
0,49,96
0,43,30
0,62,24
0,75,13
0,51,49
1,24,98
1,28,93
0,72,38
0,38,76
0,99,57
0,79,55
0,65,32
0,48,12
0,95,33
0,99,64
0,62,95
0,81,48
0,57,40
0,63,95
1,13,59
0,52,50
0,100,26
0,45,2
0,34,93
0,20,35
0,66,82
0,80,92
0,48,89
0,75,59
0,27,4
0,74,59
0,98,32
1,0,58
0,78,89
0,70,5
0,68,79
0,93,94
0,50,23
0,44,52
0,93,82
0,69,22
0,46,94
0,97,82
0,63,21
1,12,84
0,22,49
0,94,14
0,62,54
0,92,8
0,50,10
0,67,83
0,93,17
0,36,21
0,66,38
0,65,19
0,31,78
0,61,6
0,33,82
0,57,53
0,95,91
0,68,99
0,64,75
0,61,66
0,71,55
0,32,52
0,28,59
0,64,26
0,57,21
0,59,8
0,91,17
0,41,45
0,53,86
0,53,19
1,10,75
0,69,8
1,2,57
0,46,92
1,24,98
0,35,56
0,18,35
1,10,93
0,42,43
0,65,100
1,2,67
0,54,52
0,54,58
0,100,31
0,94,11
0,89,38
1,0,99
0,84,32
0,82,98
0,32,75
0,22,69
0,91,34
0,40,15
1,14,92
0,89,97
0,31,55
0,14,27
0,68,39
0,89,38
0,81,7
1,19,85
0,82,44
1,28,97
0,74,84
0,59,8
0,57,1
1,17,69
0,44,71
0,89,43
0,63,75
0,76,72
0,51,48
0,62,96
0,72,64
0,53,66
1,2,11
0,60,67
1,11,42
0,65,94
0,91,4
0,85,46
0,13,18
0,17,16
0,70,16
0,81,54
0,70,44
0,76,58
0,67,31
0,38,59
0,12,9
0,55,85
0,80,74
0,78,51
1,19,90
0,68,15
0,49,68
0,81,29
1,10,39
0,31,40
0,30,11
0,88,45
0,50,99
0,34,4
0,29,37
1,11,75
0,60,11
0,33,7
0,87,16
0,13,3
1,27,88
1,7,37
1,8,34
0,35,9
0,73,80
0,31,41
1,18,100
0,24,71
0,83,46
0,90,18
1,18,60
0,93,89
0,48,89
0,30,13
0,32,5
0,72,25
0,42,88
0,31,78
0,86,1
0,24,53
0,94,25
0,58,28
0,73,60
0,34,84
1,5,69
0,100,89
0,77,40
0,86,15
1,16,85
1,1,62
1,9,38
0,93,44
0,50,69
0,44,2
0,20,51
0,75,84
0,34,72
1,18,62
0,72,78
0,58,57
1,16,84
1,0,45
0,75,56
0,62,1
1,1,24
1,0,47
0,17,32
0,83,79
0,54,34
1,7,87
1,3,19
0,52,26
0,47,2
0,86,64
0,56,93
0,98,96
0,59,56
0,44,95
0,98,16
0,96,66
0,41,25
0,11,17
0,64,51
1,12,93
0,16,21
0,64,57
0,16,5
0,10,26
0,12,16
0,68,51
0,76,34
1,12,89
0,40,41
1,29,92
0,92,12
0,26,40
0,73,41
0,41,37
0,90,73
0,98,74
0,70,25
0,69,66
0,20,25
0,46,74
0,59,95
0,77,22
0,42,6
0,9,4
0,93,17
0,51,85
1,13,90
0,8,21
0,21,44
0,24,41
0,83,14
0,31,60
0,20,10
0,39,97
0,27,40
1,26,86
0,51,27
1,4,85
0,69,71
1,19,88
1,16,77
0,82,20
0,62,27
0,43,74
0,43,84
0,61,48
0,79,79
0,61,8
1,1,32
0,82,32
0,53,7
0,44,25
1,5,99
0,27,78
0,74,6
0,24,14
0,63,60
1,0,47
0,82,20
0,78,87
0,60,27
0,57,94
0,83,55
0,57,94
0,92,34
0,66,18
0,44,97
0,95,78
0,81,75
1,8,57
1,0,97
1,24,90
0,84,89
0,63,24
0,20,4
0,74,74
0,71,60
0,58,43
0,86,80
1,11,75
0,22,65
0,44,96
0,22,52
0,94,26
0,51,50
1,2,98
0,82,6
1,12,44
0,68,28
0,71,0
0,33,64
0,31,48
0,32,51
0,60,71
0,8,19
1,13,87
0,87,74
0,16,15
0,78,9
0,56,52
0,66,21
0,69,64
0,33,19
0,5,11
0,33,60
0,21,36
0,67,44
0,52,95
0,89,79
0,16,40
0,71,28
0,80,83
0,96,60
0,62,37
0,65,20
0,89,75
1,0,56
0,100,66
0,55,61
0,33,89
0,43,9
0,69,92
0,98,89
0,29,49
0,85,65
0,48,19
1,20,96
1,7,45
0,41,22
0,85,49
1,20,86
1,0,51
0,46,48
1,24,95
0,23,39
0,63,85
0,41,71
0,68,3
1,10,89
0,31,83
0,55,97
0,77,25
0,49,73
0,77,11
0,55,15
0,22,63
0,86,69
0,92,21
0,70,12
0,49,91
0,65,91
0,77,63
0,82,3
1,17,97
1,21,79
1,13,94
0,94,92
0,23,60
0,38,94
0,53,59
0,24,40
0,37,18
0,50,36
0,53,90
0,80,96
0,39,27
1,12,83
0,40,68
1,1,45
1,13,88
0,56,78
0,12,35
0,75,43
0,63,5
1,4,35
0,37,34
0,74,78
0,61,23
0,51,57
0,34,20
0,33,73
0,49,89
0,91,30
0,57,35
0,65,23
0,43,16
0,95,98
0,64,88
0,86,46
0,17,29
0,93,80
1,0,30
0,71,77
0,85,66
0,13,17
0,54,30
0,54,10
0,91,39
0,79,93
0,51,69
0,71,30
0,34,39
0,51,2
0,45,76
0,60,5
0,42,63
0,43,76
0,76,32
0,98,88
0,98,73
0,90,21
0,26,29
0,97,32
1,25,96
0,8,4
0,45,96
0,78,4
0,43,44
0,59,71
0,11,6
1,6,63
0,87,48
0,93,57
0,43,60
1,3,49
0,80,60
0,32,17
1,18,100
0,43,10
1,2,56
0,53,73
0,38,57
0,63,35
0,50,97
0,85,45
0,57,0
0,22,30
0,83,82
1,17,81
0,99,94
1,13,69
0,84,58
0,32,78
0,76,20
1,5,88
1,19,89
0,78,49
0,46,71
1,5,36
0,34,99
0,75,75
0,29,42
0,18,47
1,20,82
0,63,17
1,1,53
0,55,59
0,64,29
0,16,21
0,55,57
0,16,19
0,26,25
0,36,38
0,84,12
0,66,11
0,40,1
0,63,20
1,10,39
0,29,91
0,73,6
0,30,77
1,10,87
1,5,83
0,29,17
1,19,81
0,17,22
1,0,80
0,71,32
0,48,23
0,96,63
0,46,57
1,9,90
0,18,37
1,13,100
0,81,54
0,54,34
0,41,37
0,75,98
0,39,67
0,99,3
0,79,54
0,24,68
0,59,97
0,37,6
0,81,16
0,43,17
0,93,63
0,47,40
0,91,61
0,44,38
0,34,4
0,27,18
0,18,52
0,66,71
0,78,90
0,93,36
0,45,8
0,91,81
0,86,50
0,68,49
0,94,55
0,25,47
0,66,71
0,40,98
0,37,56
0,95,39
0,70,47
0,51,83
0,10,1
0,82,56
0,84,18
0,33,71
0,87,59
0,88,32
1,5,23
0,72,52
0,63,25
0,90,86
0,71,54
0,56,57
0,31,90
1,8,39
0,20,17
0,80,35
0,86,10
0,73,16
0,53,46
0,80,29
0,52,31
0,45,76
0,14,37
1,17,89
0,75,22
1,1,89
1,8,47
0,32,35
0,14,34
0,40,81
0,23,62
0,48,44
0,7,24
0,57,18
0,65,73
0,26,59
0,46,98
0,71,52
0,70,32
1,5,26
0,60,5
0,8,11
0,82,10
0,23,4
0,65,54
0,45,74
0,60,59
0,38,99
0,89,93
0,74,62
0,21,47
0,75,4
0,75,46
1,4,91
0,37,97
0,25,11
1,12,55
0,34,74
0,46,34
0,37,96
1,16,86
0,99,92
0,70,20
0,75,98
1,2,24
0,34,34
0,41,70
0,86,9
0,25,14
0,67,27
0,56,84
1,17,95
0,57,25
0,25,28
0,40,49
0,90,33
0,80,21
0,64,89
0,93,95
0,26,2
0,33,52
0,81,3
0,17,27
0,70,57
0,89,65
0,35,12
0,60,98
0,35,21
1,7,49
0,81,27
0,58,63
0,96,8
0,36,94
0,79,17
0,94,47
0,57,89
0,68,48
0,25,57
0,4,7
0,41,45
1,9,48
0,84,29
0,66,38
0,24,44
0,66,39
0,60,15
1,5,95
0,52,5
0,85,27
0,57,94
0,65,7
0,71,22
1,9,65
0,36,31
0,35,54
0,58,50
0,70,4
0,91,25
1,19,84
1,7,39
0,94,77
0,26,4
0,66,92
1,5,43
0,83,86
0,91,15
1,3,56
0,23,73
0,92,61
0,46,67
1,12,75
0,65,17
0,10,24
0,65,62
0,62,84
1,1,76
0,79,67
0,34,99
0,69,96
0,83,64
0,38,46
0,63,11
0,82,25
0,30,87
0,88,92
0,89,85
0,23,12
0,41,54
0,72,37
1,2,16
0,82,65
0,22,2
1,21,80
1,5,28
1,7,86
0,86,52
0,88,11
0,44,35
0,77,1
0,50,69
0,13,33
1,26,100
0,85,17
0,51,41
1,5,23
0,8,24
0,66,96
0,66,98
0,93,49
0,74,52
0,40,66
0,95,71
0,56,80
1,1,66
0,90,44
0,28,38
0,71,49
0,68,62
0,44,82
0,73,99
0,57,54
0,77,24
0,68,86
0,55,21
0,51,45
1,12,76
0,70,26
0,88,96
0,65,91
0,63,65
0,80,24
0,43,20
1,15,69
0,62,35
0,53,59
0,99,84
0,32,68
0,15,45
0,32,52
0,28,11
0,82,67
1,9,80
1,1,20
0,18,0
1,16,99
0,71,86
0,78,81
0,22,29
0,42,60
0,73,23
1,3,80
0,80,66
0,27,84
0,14,21
1,9,93
0,74,94
0,87,65
0,48,77
0,97,81
0,79,23
0,17,28
0,59,71
0,85,3
0,14,1
0,51,59
0,48,70
0,96,81
0,90,91
0,33,20
0,51,89
0,80,60
0,14,38
0,75,56
0,61,26
0,76,84
0,60,1
0,80,66
0,72,81
0,25,40
1,7,80
0,59,87
0,32,47
0,69,74
0,20,6
0,75,86
0,93,35
0,68,77
0,82,85
0,50,30
0,81,67
0,67,73
1,16,82
0,90,1
0,34,16
0,70,7
0,73,58
0,47,49
0,15,34
0,83,80
0,95,7
1,20,86
0,61,49
1,10,38
0,89,67
0,35,90
0,55,10
0,44,74
0,100,80
0,53,36
0,56,1
0,94,23
0,79,40
0,17,1
0,75,65
0,65,7
1,0,69
0,22,22
0,58,51
0,19,58
0,30,47
0,24,51
0,16,49
